"","pct_Intrans"
"1",16.0526315789474
"2",17.1052631578947
"3",9.82456140350877
"4",17.1052631578947
"5",16.2280701754386
"6",15.6140350877193
"7",14.4736842105263
"8",17.4561403508772
"9",17.4561403508772
"10",13.1578947368421
"11",18.5964912280702
"12",18.5087719298246
"13",17.1052631578947
"14",17.1929824561404
"15",15
"16",17.9824561403509
"17",18.2456140350877
"18",10.5263157894737
"19",14.6491228070175
"20",18.859649122807
"21",12.6315789473684
"22",17.280701754386
"23",15.7017543859649
"24",17.0175438596491
"25",17.6315789473684
"26",18.7719298245614
"27",13.4210526315789
"28",17.0175438596491
"29",12.4561403508772
"30",15.0877192982456
"31",15.8771929824561
"32",19.1228070175439
"33",17.280701754386
"34",16.140350877193
"35",15
"36",14.0350877192982
"37",11.3157894736842
"38",18.9473684210526
"39",13.859649122807
"40",18.0701754385965
"41",13.5964912280702
"42",13.7719298245614
"43",17.8070175438597
"44",17.1929824561404
"45",14.9122807017544
"46",15.7894736842105
"47",20.6140350877193
"48",18.4210526315789
"49",17.8947368421053
"50",13.1578947368421
"51",11.5789473684211
"52",14.2105263157895
"53",17.719298245614
"54",16.6666666666667
"55",19.0350877192982
"56",15.0877192982456
"57",17.0175438596491
"58",17.4561403508772
"59",18.6842105263158
"60",20.0877192982456
"61",15.1754385964912
"62",15.0877192982456
"63",15.9649122807018
"64",13.3333333333333
"65",16.7543859649123
"66",17.9824561403509
"67",15.7894736842105
"68",15.5263157894737
"69",19.3859649122807
"70",16.2280701754386
"71",12.6315789473684
"72",16.0526315789474
"73",17.0175438596491
"74",16.6666666666667
"75",14.6491228070175
"76",12.4561403508772
"77",14.5614035087719
"78",19.8245614035088
"79",17.5438596491228
"80",14.0350877192982
"81",14.5614035087719
"82",12.719298245614
"83",18.1578947368421
"84",14.0350877192982
"85",20.8771929824561
"86",15.4385964912281
"87",17.8947368421053
"88",16.8421052631579
"89",12.5438596491228
"90",15.4385964912281
"91",15.2631578947368
"92",13.859649122807
"93",13.859649122807
"94",18.7719298245614
"95",15.7894736842105
"96",9.91228070175439
"97",14.9122807017544
"98",12.1052631578947
"99",16.140350877193
"100",16.2280701754386
"101",18.9473684210526
"102",17.719298245614
"103",18.7719298245614
"104",19.5614035087719
"105",15.8771929824561
"106",14.6491228070175
"107",16.8421052631579
"108",15.8771929824561
"109",13.5087719298246
"110",17.4561403508772
"111",16.4912280701754
"112",17.4561403508772
"113",15.5263157894737
"114",17.280701754386
"115",12.280701754386
"116",16.3157894736842
"117",12.6315789473684
"118",15.7894736842105
"119",18.2456140350877
"120",15.7017543859649
"121",14.9122807017544
"122",12.280701754386
"123",16.9298245614035
"124",17.9824561403509
"125",18.1578947368421
"126",17.280701754386
"127",15
