"","pct_Intrans"
"1",24.6491228070175
"2",24.5614035087719
"3",24.3859649122807
"4",25.0877192982456
"5",24.5614035087719
"6",24.8245614035088
"7",26.3157894736842
"8",25
"9",26.140350877193
"10",25.0877192982456
"11",26.5789473684211
"12",23.3333333333333
"13",24.9122807017544
"14",24.2982456140351
"15",24.8245614035088
"16",25.6140350877193
"17",26.4912280701754
"18",25.1754385964912
"19",25.7894736842105
"20",25.7894736842105
"21",25
"22",24.7368421052632
"23",24.9122807017544
"24",24.0350877192982
"25",24.5614035087719
"26",22.8070175438596
"27",24.4736842105263
"28",24.4736842105263
"29",25.7017543859649
"30",26.5789473684211
"31",25.0877192982456
"32",23.5087719298246
"33",23.3333333333333
"34",25.5263157894737
"35",25.7017543859649
"36",25.0877192982456
"37",23.4210526315789
"38",25.3508771929825
"39",23.7719298245614
"40",25.8771929824561
"41",23.0701754385965
"42",25.1754385964912
"43",25
"44",24.3859649122807
"45",23.9473684210526
"46",25.0877192982456
"47",24.1228070175439
"48",23.6842105263158
"49",24.9122807017544
"50",25.1754385964912
"51",23.7719298245614
"52",23.859649122807
"53",23.7719298245614
"54",24.7368421052632
"55",25.1754385964912
"56",23.9473684210526
"57",27.6315789473684
"58",25
"59",25.6140350877193
"60",25
"61",26.8421052631579
"62",26.5789473684211
"63",25.5263157894737
"64",24.5614035087719
"65",26.9298245614035
"66",26.140350877193
"67",24.7368421052632
"68",25.5263157894737
"69",25.2631578947368
"70",26.7543859649123
"71",21.5789473684211
"72",24.3859649122807
"73",25.5263157894737
"74",23.5087719298246
"75",23.859649122807
"76",26.0526315789474
"77",26.8421052631579
"78",23.6842105263158
"79",23.9473684210526
"80",26.4035087719298
"81",27.5438596491228
"82",24.9122807017544
"83",25.5263157894737
"84",24.8245614035088
"85",24.3859649122807
"86",23.2456140350877
"87",25.2631578947368
"88",27.3684210526316
"89",26.4035087719298
"90",27.1929824561404
"91",25.7017543859649
"92",23.3333333333333
"93",24.8245614035088
"94",24.3859649122807
"95",25.6140350877193
"96",25.4385964912281
"97",26.5789473684211
"98",26.4035087719298
"99",23.9473684210526
"100",27.5438596491228
"101",23.2456140350877
"102",24.5614035087719
"103",25.7017543859649
"104",26.2280701754386
"105",26.4035087719298
"106",24.8245614035088
"107",24.2105263157895
"108",24.5614035087719
"109",25.9649122807018
"110",24.4736842105263
"111",24.0350877192982
"112",26.4035087719298
"113",24.2982456140351
"114",25.7017543859649
"115",26.9298245614035
"116",24.1228070175439
"117",23.6842105263158
"118",25.1754385964912
"119",26.2280701754386
"120",22.5438596491228
"121",24.2105263157895
"122",24.4736842105263
"123",25.7017543859649
"124",23.859649122807
"125",26.2280701754386
"126",25
"127",26.9298245614035
"128",25.2631578947368
"129",24.7368421052632
"130",24.8245614035088
"131",25
"132",25.7894736842105
"133",24.0350877192982
"134",25
"135",25.0877192982456
"136",23.1578947368421
"137",24.0350877192982
"138",25.2631578947368
"139",26.3157894736842
"140",23.0701754385965
"141",24.2105263157895
"142",22.8947368421053
"143",25.9649122807018
"144",24.0350877192982
"145",25.6140350877193
"146",23.9473684210526
"147",23.3333333333333
"148",27.3684210526316
"149",26.9298245614035
"150",26.4912280701754
"151",24.2105263157895
"152",25.0877192982456
"153",23.2456140350877
"154",26.4035087719298
"155",25.1754385964912
"156",25.8771929824561
"157",24.7368421052632
"158",23.7719298245614
"159",23.859649122807
"160",24.7368421052632
"161",23.7719298245614
"162",25.2631578947368
