"","pct_Intrans"
"1",14.9122807017544
"2",10.9649122807018
"3",7.80701754385965
"4",18.2456140350877
"5",7.80701754385965
"6",11.2280701754386
"7",7.63157894736842
"8",9.29824561403509
"9",7.80701754385965
"10",6.8421052631579
"11",13.6842105263158
"12",8.7719298245614
"13",10.3508771929825
"14",10.7894736842105
"15",9.47368421052632
"16",9.64912280701754
"17",10.5263157894737
"18",7.80701754385965
"19",13.5087719298246
"20",10
"21",10.0877192982456
"22",11.140350877193
"23",11.4035087719298
"24",15.0877192982456
"25",11.4912280701754
"26",13.5087719298246
"27",9.73684210526316
"28",4.21052631578947
"29",10.6140350877193
"30",7.63157894736842
"31",11.5789473684211
"32",11.4912280701754
"33",11.6666666666667
"34",11.140350877193
"35",10.3508771929825
"36",12.0175438596491
"37",10.1754385964912
"38",11.8421052631579
"39",12.1929824561404
"40",10.0877192982456
"41",9.47368421052632
"42",12.5438596491228
"43",7.63157894736842
"44",12.6315789473684
"45",7.45614035087719
"46",13.3333333333333
"47",7.63157894736842
"48",5.70175438596491
"49",13.9473684210526
"50",9.3859649122807
"51",16.7543859649123
"52",9.73684210526316
"53",6.75438596491228
"54",7.98245614035088
"55",12.719298245614
"56",8.68421052631579
"57",13.4210526315789
"58",7.63157894736842
"59",10.4385964912281
"60",7.63157894736842
"61",12.719298245614
"62",8.7719298245614
"63",10.5263157894737
"64",13.0701754385965
"65",11.7543859649123
"66",9.64912280701754
"67",11.140350877193
"68",15.7894736842105
"69",9.29824561403509
"70",11.8421052631579
"71",11.7543859649123
"72",14.4736842105263
"73",12.5438596491228
"74",11.140350877193
"75",12.8947368421053
"76",7.28070175438597
"77",10.9649122807018
"78",6.05263157894737
"79",10.9649122807018
"80",8.94736842105263
"81",8.94736842105263
"82",7.10526315789474
"83",14.1228070175439
"84",10.7017543859649
"85",5.78947368421053
"86",12.9824561403509
"87",15.0877192982456
"88",11.2280701754386
"89",12.4561403508772
"90",15.8771929824561
"91",12.5438596491228
"92",9.82456140350877
"93",6.31578947368421
"94",10.4385964912281
"95",10.6140350877193
"96",11.5789473684211
"97",10.8771929824561
"98",9.29824561403509
"99",5.6140350877193
"100",13.7719298245614
"101",11.140350877193
"102",16.0526315789474
"103",16.4035087719298
"104",10.0877192982456
"105",11.8421052631579
"106",12.6315789473684
"107",13.7719298245614
"108",13.7719298245614
"109",14.6491228070175
"110",8.59649122807018
"111",10.2631578947368
"112",13.5964912280702
"113",14.1228070175439
"114",13.3333333333333
"115",11.8421052631579
"116",7.71929824561404
"117",12.6315789473684
"118",11.5789473684211
"119",14.2982456140351
"120",9.29824561403509
"121",12.4561403508772
"122",11.0526315789474
"123",9.82456140350877
"124",8.59649122807018
"125",12.8070175438597
