"","pct_Intrans"
"1",23.9473684210526
"2",23.3333333333333
"3",25.5263157894737
"4",25.8771929824561
"5",24.0350877192982
"6",25.7894736842105
"7",24.0350877192982
"8",25.5263157894737
"9",24.1228070175439
"10",21.9298245614035
"11",23.5964912280702
"12",26.5789473684211
"13",25.1754385964912
"14",25.4385964912281
"15",26.140350877193
"16",25.0877192982456
"17",26.0526315789474
"18",24.4736842105263
"19",25.7017543859649
"20",25.6140350877193
"21",24.8245614035088
"22",24.3859649122807
"23",24.1228070175439
"24",27.1929824561404
"25",25.2631578947368
"26",24.6491228070175
"27",23.6842105263158
"28",25.2631578947368
"29",26.140350877193
"30",25.3508771929825
"31",26.4912280701754
"32",25.5263157894737
"33",25
"34",26.9298245614035
"35",24.8245614035088
"36",24.3859649122807
"37",23.5087719298246
"38",22.8070175438596
"39",24.1228070175439
"40",23.9473684210526
"41",23.4210526315789
"42",24.8245614035088
"43",25.7894736842105
"44",22.5438596491228
"45",23.5964912280702
"46",22.9824561403509
"47",25.9649122807018
"48",23.859649122807
"49",26.2280701754386
"50",24.5614035087719
"51",24.6491228070175
"52",24.3859649122807
"53",22.5438596491228
"54",24.7368421052632
"55",25.3508771929825
"56",23.4210526315789
"57",23.6842105263158
"58",25.5263157894737
"59",24.2105263157895
"60",25.5263157894737
"61",26.2280701754386
"62",25.6140350877193
"63",25.7017543859649
"64",26.140350877193
"65",25.5263157894737
"66",24.3859649122807
"67",24.9122807017544
"68",25.6140350877193
"69",23.2456140350877
"70",24.5614035087719
"71",24.5614035087719
"72",23.9473684210526
"73",25.8771929824561
"74",22.4561403508772
"75",26.0526315789474
"76",26.4035087719298
"77",26.7543859649123
"78",24.4736842105263
"79",22.9824561403509
"80",25.5263157894737
"81",26.6666666666667
"82",24.2105263157895
"83",25.2631578947368
"84",24.9122807017544
"85",25.7017543859649
"86",23.2456140350877
"87",26.8421052631579
"88",25.6140350877193
"89",24.5614035087719
"90",25.0877192982456
"91",24.2982456140351
"92",24.2982456140351
"93",25.4385964912281
"94",24.9122807017544
"95",25.7017543859649
"96",25.5263157894737
"97",24.6491228070175
"98",24.0350877192982
"99",22.280701754386
"100",27.1052631578947
"101",22.9824561403509
"102",26.4035087719298
"103",25.9649122807018
"104",25.7894736842105
"105",24.9122807017544
"106",26.4035087719298
"107",26.2280701754386
"108",23.859649122807
"109",25.0877192982456
"110",22.0175438596491
"111",24.1228070175439
"112",23.859649122807
"113",22.6315789473684
"114",23.0701754385965
"115",27.1929824561404
"116",25.4385964912281
"117",25.0877192982456
"118",24.0350877192982
"119",25.6140350877193
"120",23.5964912280702
"121",26.3157894736842
"122",24.4736842105263
"123",25.3508771929825
"124",25.2631578947368
"125",26.3157894736842
"126",26.7543859649123
"127",23.6842105263158
"128",25
"129",26.0526315789474
"130",25.8771929824561
"131",22.3684210526316
"132",25.3508771929825
"133",23.9473684210526
"134",25.0877192982456
"135",25.0877192982456
"136",24.9122807017544
"137",26.4035087719298
"138",25.3508771929825
"139",23.2456140350877
"140",25.7017543859649
"141",27.1052631578947
"142",25.6140350877193
"143",23.9473684210526
"144",23.5964912280702
"145",26.7543859649123
"146",21.8421052631579
"147",26.6666666666667
"148",23.9473684210526
"149",24.3859649122807
"150",25.6140350877193
"151",25.1754385964912
"152",24.9122807017544
"153",26.4035087719298
"154",24.6491228070175
"155",25
"156",24.4736842105263
"157",23.859649122807
"158",22.8947368421053
"159",20.7894736842105
"160",24.5614035087719
"161",23.859649122807
"162",25.7894736842105
"163",26.2280701754386
"164",25.5263157894737
"165",24.4736842105263
"166",23.859649122807
"167",26.4912280701754
"168",25.8771929824561
"169",24.2105263157895
"170",27.1929824561404
"171",22.9824561403509
"172",23.9473684210526
"173",25.0877192982456
"174",25.2631578947368
"175",23.1578947368421
"176",25
"177",24.1228070175439
"178",23.4210526315789
"179",25.1754385964912
"180",23.6842105263158
"181",22.9824561403509
"182",27.3684210526316
"183",24.4736842105263
"184",24.3859649122807
"185",25.9649122807018
"186",25.5263157894737
"187",21.9298245614035
"188",25.7017543859649
"189",26.8421052631579
"190",23.7719298245614
"191",23.1578947368421
"192",24.1228070175439
"193",26.8421052631579
"194",25.6140350877193
"195",25.6140350877193
"196",25
"197",24.0350877192982
"198",22.4561403508772
"199",24.0350877192982
"200",26.5789473684211
"201",26.4035087719298
"202",27.719298245614
"203",25.8771929824561
"204",25.1754385964912
"205",25
"206",23.6842105263158
"207",24.9122807017544
"208",26.9298245614035
"209",23.2456140350877
"210",26.2280701754386
"211",25.5263157894737
"212",26.8421052631579
"213",25.4385964912281
"214",24.5614035087719
"215",23.9473684210526
"216",22.719298245614
"217",25.7017543859649
"218",24.9122807017544
"219",24.6491228070175
"220",24.0350877192982
"221",26.140350877193
"222",25.7894736842105
"223",25.0877192982456
"224",25.1754385964912
"225",24.0350877192982
"226",24.0350877192982
"227",24.2982456140351
"228",23.859649122807
"229",26.2280701754386
"230",25.5263157894737
"231",25.1754385964912
"232",26.3157894736842
"233",25
"234",25.7017543859649
"235",25.7017543859649
"236",25.7017543859649
"237",21.0526315789474
"238",24.7368421052632
"239",26.2280701754386
"240",25.8771929824561
