"","pct_Intrans"
"1",25.7017543859649
"2",24.9122807017544
"3",25.9649122807018
"4",24.9122807017544
"5",24.5614035087719
"6",25.6140350877193
"7",25.8771929824561
"8",26.4912280701754
"9",25.6140350877193
"10",25.7894736842105
"11",24.5614035087719
"12",24.8245614035088
"13",21.0526315789474
"14",24.4736842105263
"15",26.140350877193
"16",23.5964912280702
"17",26.4035087719298
"18",26.3157894736842
"19",25
"20",25.7894736842105
"21",25.7017543859649
"22",23.9473684210526
"23",27.3684210526316
"24",21.6666666666667
"25",26.3157894736842
"26",24.3859649122807
"27",27.8947368421053
"28",23.5087719298246
"29",23.7719298245614
"30",25.5263157894737
"31",25.7894736842105
"32",26.4035087719298
"33",22.719298245614
"34",25.9649122807018
"35",26.8421052631579
"36",25
"37",24.3859649122807
"38",23.5087719298246
"39",25.5263157894737
"40",26.3157894736842
"41",24.1228070175439
"42",23.5087719298246
"43",23.9473684210526
"44",24.6491228070175
"45",22.5438596491228
"46",25.6140350877193
"47",23.5964912280702
"48",24.3859649122807
"49",21.8421052631579
"50",24.2105263157895
"51",24.3859649122807
"52",26.2280701754386
"53",25
"54",24.7368421052632
"55",23.5964912280702
"56",24.9122807017544
"57",25.6140350877193
"58",23.7719298245614
"59",25.1754385964912
"60",23.2456140350877
"61",25.9649122807018
"62",26.6666666666667
"63",25.8771929824561
"64",26.2280701754386
"65",25.7017543859649
"66",26.140350877193
"67",24.7368421052632
"68",24.5614035087719
"69",24.3859649122807
"70",23.5964912280702
"71",26.2280701754386
"72",25.3508771929825
"73",25.4385964912281
"74",25.7894736842105
"75",24.4736842105263
"76",26.0526315789474
"77",26.9298245614035
"78",25.9649122807018
"79",24.7368421052632
"80",21.0526315789474
"81",25.9649122807018
"82",25.3508771929825
"83",25.2631578947368
"84",25.8771929824561
"85",23.4210526315789
"86",25.3508771929825
"87",23.4210526315789
"88",25.4385964912281
"89",25.6140350877193
"90",23.9473684210526
"91",25.2631578947368
"92",22.8947368421053
"93",25.9649122807018
"94",24.7368421052632
"95",25.2631578947368
"96",25.0877192982456
"97",25
"98",26.8421052631579
"99",27.0175438596491
"100",24.1228070175439
"101",22.719298245614
"102",26.0526315789474
"103",26.4035087719298
"104",24.6491228070175
"105",23.859649122807
"106",24.8245614035088
"107",27.1052631578947
"108",22.9824561403509
"109",26.9298245614035
"110",27.1929824561404
"111",26.0526315789474
"112",24.2982456140351
"113",26.3157894736842
"114",25.3508771929825
"115",25.1754385964912
