"","pct_Intrans"
"1",11.0526315789474
"2",10.2631578947368
"3",9.56140350877193
"4",11.4035087719298
"5",16.140350877193
"6",13.9473684210526
"7",7.98245614035088
"8",12.0175438596491
"9",10.7017543859649
"10",10.5263157894737
"11",14.4736842105263
"12",13.5964912280702
"13",15.9649122807018
"14",10.7894736842105
"15",15
"16",13.9473684210526
"17",11.2280701754386
"18",12.3684210526316
"19",11.0526315789474
"20",12.6315789473684
"21",9.56140350877193
"22",15.7894736842105
"23",15
"24",12.8947368421053
"25",15.7017543859649
"26",11.140350877193
"27",12.3684210526316
"28",12.8070175438597
"29",13.9473684210526
"30",12.4561403508772
"31",8.50877192982456
"32",13.4210526315789
"33",13.0701754385965
"34",19.7368421052632
"35",9.3859649122807
"36",11.4035087719298
"37",12.3684210526316
"38",13.1578947368421
"39",14.2982456140351
"40",12.719298245614
"41",7.45614035087719
"42",12.8070175438597
"43",13.4210526315789
"44",10.0877192982456
"45",9.91228070175439
"46",9.29824561403509
"47",10.8771929824561
"48",10.2631578947368
"49",18.3333333333333
"50",11.4035087719298
"51",12.4561403508772
"52",10
"53",11.7543859649123
"54",12.6315789473684
"55",15.1754385964912
"56",14.7368421052632
"57",11.9298245614035
"58",9.91228070175439
"59",13.3333333333333
"60",10.9649122807018
"61",16.140350877193
"62",11.8421052631579
"63",19.3859649122807
"64",13.0701754385965
"65",14.5614035087719
"66",12.3684210526316
"67",16.5789473684211
"68",15.4385964912281
"69",12.5438596491228
"70",12.280701754386
"71",10.2631578947368
"72",7.01754385964912
"73",16.6666666666667
"74",16.140350877193
"75",9.82456140350877
"76",14.5614035087719
"77",17.280701754386
"78",17.1929824561404
"79",17.4561403508772
"80",19.9122807017544
"81",10.7894736842105
"82",8.33333333333333
"83",8.94736842105263
"84",8.85964912280702
"85",16.2280701754386
"86",10.3508771929825
"87",13.9473684210526
"88",14.4736842105263
"89",9.03508771929825
"90",10.4385964912281
"91",15
"92",11.5789473684211
"93",15.7894736842105
"94",7.54385964912281
"95",11.7543859649123
"96",11.6666666666667
